period,minutes_remaining,seconds_remaning,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,HTM,opponent
8141,1,4,15,Running Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,15,-6,1,20160409,MEM,GSW
8142,1,3,17,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,20160409,MEM,GSW
8143,1,2,24,Step Back Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,235,26,0,20160409,MEM,GSW
8144,1,2,2,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-32,0,0,20160409,MEM,GSW
8145,2,3,20,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,63,252,0,20160409,MEM,GSW
8146,2,0,0,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,62,159,604,0,20160409,MEM,GSW
8147,3,10,22,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,184,87,0,20160409,MEM,GSW
8148,3,8,11,Driving Floating Bank Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,32,16,1,20160409,MEM,GSW
8149,3,7,36,Running Jump Shot,Above the Break 3,Center(C),24+ ft.,24,9,242,1,20160409,MEM,GSW
8150,3,6,45,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,179,195,0,20160409,MEM,GSW
8151,3,4,8,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,35,269,0,20160409,MEM,GSW
8152,3,3,21,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,29,222,193,0,20160409,MEM,GSW
8153,3,2,23,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,17,31,0,20160409,MEM,GSW
8154,3,0,48,Running Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,124,0,20160409,MEM,GSW
8155,3,0,6,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,218,120,1,20160409,MEM,GSW
8156,4,4,59,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,14,257,1,20160409,MEM,GSW
8157,4,1,1,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,19,16,0,20160409,MEM,GSW
8158,4,0,30,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,35,252,0,20160409,MEM,GSW
8159,4,0,8,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,227,61,0,20160409,MEM,GSW
8160,1,10,33,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,20,20,205,1,20160410,SAS,GSW
8161,1,10,0,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,185,0,20160410,SAS,GSW
8162,1,6,6,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,79,139,0,20160410,SAS,GSW
8163,1,5,22,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,174,1,20160410,SAS,GSW
8164,2,11,13,Cutting Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,10,-1,1,20160410,SAS,GSW
8165,2,8,56,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,155,203,0,20160410,SAS,GSW
8166,2,6,58,Step Back Jump shot,Mid-Range,Left Side(L),8-16 ft.,14,-140,8,0,20160410,SAS,GSW
8167,2,1,12,Pullup Bank shot,Mid-Range,Left Side(L),8-16 ft.,9,-94,26,1,20160410,SAS,GSW
8168,3,9,3,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,185,0,20160410,SAS,GSW
8169,3,8,31,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,9,252,1,20160410,SAS,GSW
8170,3,7,59,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,180,1,20160410,SAS,GSW
8171,3,7,9,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,236,21,0,20160410,SAS,GSW
8172,3,5,53,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,85,1,20160410,SAS,GSW
8173,3,4,44,Step Back Jump shot,Mid-Range,Left Side(L),8-16 ft.,15,-156,2,0,20160410,SAS,GSW
8174,3,3,39,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,131,1,20160410,SAS,GSW
8175,3,3,4,Driving Floating Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-78,110,1,20160410,SAS,GSW
8176,3,2,12,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-6,1,20160410,SAS,GSW
8177,3,1,38,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,168,134,0,20160410,SAS,GSW
8178,4,5,30,Jump Bank Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,125,129,1,20160410,SAS,GSW
8179,4,3,30,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-165,219,0,20160410,SAS,GSW
8180,4,2,22,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,17,11,1,20160410,SAS,GSW
8181,4,1,34,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,27,0,1,20160410,SAS,GSW
8182,1,9,44,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-178,213,0,20160413,GSW,MEM
8183,1,9,13,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,123,242,1,20160413,GSW,MEM
8184,1,7,59,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,242,1,20160413,GSW,MEM
8185,1,4,44,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,31,0,313,1,20160413,GSW,MEM
8186,1,4,21,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-89,252,1,20160413,GSW,MEM
8187,1,3,47,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-142,237,1,20160413,GSW,MEM
8188,1,3,21,Jump Shot,Above the Break 3,Center(C),24+ ft.,29,-22,291,0,20160413,GSW,MEM
8189,1,0,48,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,183,1,20160413,GSW,MEM
8190,1,0,6,Jump Shot,Above the Break 3,Center(C),24+ ft.,31,-68,311,0,20160413,GSW,MEM
8191,2,3,4,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,27,-25,273,0,20160413,GSW,MEM
8192,2,2,48,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,84,252,1,20160413,GSW,MEM
8193,2,0,43,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,20160413,GSW,MEM
8194,2,0,8,Jump Shot,Above the Break 3,Center(C),24+ ft.,30,86,291,0,20160413,GSW,MEM
8195,2,0,1,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,181,188,0,20160413,GSW,MEM
8196,3,11,17,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,233,51,1,20160413,GSW,MEM
8197,3,10,39,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,10,23,1,20160413,GSW,MEM
8198,3,9,34,Jump Shot,Above the Break 3,Center(C),24+ ft.,30,1,308,1,20160413,GSW,MEM
8199,3,9,5,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2,82,1,20160413,GSW,MEM
8200,3,6,57,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,24,240,0,0,20160413,GSW,MEM
8201,3,5,43,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,16,1,20160413,GSW,MEM
8202,3,2,43,Jump Shot,Above the Break 3,Center(C),24+ ft.,30,4,303,0,20160413,GSW,MEM
8203,3,1,27,Cutting Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,10,21,1,20160413,GSW,MEM
8204,3,0,32,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,209,183,0,20160413,GSW,MEM
8205,3,0,5,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,235,67,1,20160413,GSW,MEM
8206,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
8207,1,9,2,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,130,257,0,20161025,GSW,SAS
8208,1,8,6,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,174,1,20161025,GSW,SAS
8209,1,2,23,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,159,229,0,20161025,GSW,SAS
8210,1,2,1,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,163,141,0,20161025,GSW,SAS
8211,2,6,47,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-9,267,1,20161025,GSW,SAS
8212,2,4,58,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-16,70,1,20161025,GSW,SAS
8213,2,3,34,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,20161025,GSW,SAS
8214,2,3,17,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,114,247,1,20161025,GSW,SAS
8215,2,2,55,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,130,252,0,20161025,GSW,SAS
8216,3,8,36,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,31,-169,262,0,20161025,GSW,SAS
8217,3,5,8,Jump Shot,Above the Break 3,Center(C),24+ ft.,29,-73,288,0,20161025,GSW,SAS
8218,3,4,34,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,0,20161025,GSW,SAS
8219,3,4,6,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,225,36,0,20161025,GSW,SAS
8220,3,3,35,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,8,5,1,20161025,GSW,SAS
8221,3,1,16,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,20161025,GSW,SAS
8222,3,0,50,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,22,-214,56,1,20161025,GSW,SAS
8223,4,6,46,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,41,1,20161025,GSW,SAS
8224,4,6,11,Pullup Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-232,26,0,20161025,GSW,SAS
8225,1,10,53,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,228,1,20161028,NOP,GSW
8226,1,9,41,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-22,16,0,20161028,NOP,GSW
8227,1,8,57,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,203,0,20161028,NOP,GSW
8228,1,4,54,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,19,247,0,20161028,NOP,GSW
8229,2,6,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,242,1,20161028,NOP,GSW
8230,3,10,14,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-171,90,0,20161028,NOP,GSW
8231,3,9,14,Cutting Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,9,26,1,20161028,NOP,GSW
8232,3,8,55,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,0,20161028,NOP,GSW
8233,3,5,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-178,200,0,20161028,NOP,GSW
8234,3,3,57,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-228,-1,1,20161028,NOP,GSW
8235,3,3,12,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,20161028,NOP,GSW
8236,3,0,56,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-138,262,1,20161028,NOP,GSW
8237,3,0,39,Jump Shot,Above the Break 3,Center(C),24+ ft.,31,64,306,0,20161028,NOP,GSW
8238,4,5,49,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,20,-6,205,1,20161028,NOP,GSW
8239,4,5,26,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-20,8,0,20161028,NOP,GSW
8240,4,4,52,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,218,0,20161028,NOP,GSW
8241,4,4,41,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,19,7,0,20161028,NOP,GSW
8242,4,1,47,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,20161028,NOP,GSW
8243,4,1,22,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-55,257,0,20161028,NOP,GSW
8244,1,11,26,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-169,61,1,20161030,PHX,GSW
8245,1,10,14,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,252,1,20161030,PHX,GSW
8246,1,8,55,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,58,47,1,20161030,PHX,GSW
8247,1,8,22,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,214,1,20161030,PHX,GSW
8248,1,4,2,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,19,7,0,20161030,PHX,GSW
8249,1,3,26,Pullup Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-232,-1,0,20161030,PHX,GSW
8250,2,6,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,235,120,1,20161030,PHX,GSW
8251,2,5,16,Step Back Bank Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-129,43,0,20161030,PHX,GSW
8252,2,1,46,Running Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-35,36,1,20161030,PHX,GSW
8253,3,7,29,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-91,252,1,20161030,PHX,GSW
8254,3,0,7,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,151,232,0,20161030,PHX,GSW
8255,4,10,0,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-16,72,0,20161030,PHX,GSW
8256,4,9,51,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-2,18,0,20161030,PHX,GSW
8257,4,5,27,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-56,185,1,20161030,PHX,GSW
8258,4,4,40,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-232,-21,0,20161030,PHX,GSW
8259,4,0,25,Turnaround Fadeaway shot,Mid-Range,Left Side(L),16-24 ft.,17,-169,21,0,20161030,PHX,GSW
8260,1,9,51,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-230,3,0,20161101,POR,GSW
8261,1,8,37,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-99,252,0,20161101,POR,GSW
8262,1,6,45,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,14,51,134,0,20161101,POR,GSW
8263,2,5,8,Cutting Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-22,2,1,20161101,POR,GSW
8264,2,3,3,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,20161101,POR,GSW
8265,2,2,43,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,82,264,0,20161101,POR,GSW
8266,2,1,23,Fadeaway Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-125,174,0,20161101,POR,GSW
8267,2,0,1,Driving Floating Jump Shot,Mid-Range,Center(C),8-16 ft.,15,-53,149,0,20161101,POR,GSW
8268,2,0,0,Jump Shot,Above the Break 3,Back Court(BC),Back Court Shot,40,6,404,0,20161101,POR,GSW
8269,3,9,30,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-210,203,1,20161101,POR,GSW
8270,3,8,50,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,232,1,20161101,POR,GSW
8271,3,8,23,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,12,2,1,20161101,POR,GSW
8272,3,7,28,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,28,-2,288,1,20161101,POR,GSW
8273,3,6,41,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,64,252,0,20161101,POR,GSW
8274,3,6,19,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,66,13,0,20161101,POR,GSW
8275,3,3,22,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,22,228,11,1,20161101,POR,GSW
8276,3,2,30,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,0,20161101,POR,GSW
8277,3,1,30,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,20161101,POR,GSW
8278,3,1,11,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,102,198,0,20161101,POR,GSW
8279,3,0,52,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,20161101,POR,GSW
8280,3,0,13,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,229,1,20161101,POR,GSW
8281,1,9,54,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,20161103,GSW,OKC
8282,1,8,59,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,20161103,GSW,OKC
8283,1,8,34,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,200,0,20161103,GSW,OKC
8284,1,6,3,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-227,126,0,20161103,GSW,OKC
8285,1,5,1,Driving Floating Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,-34,82,0,20161103,GSW,OKC
8286,1,4,16,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,17,26,0,20161103,GSW,OKC
8287,2,6,48,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,244,0,20161103,GSW,OKC
8288,2,5,25,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,17,21,0,20161103,GSW,OKC
8289,2,1,29,Step Back Jump shot,Mid-Range,Center(C),16-24 ft.,18,32,178,1,20161103,GSW,OKC
8290,3,6,1,Fadeaway Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,218,144,1,20161103,GSW,OKC
8291,3,5,29,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,36,0,20161103,GSW,OKC
8292,3,3,23,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,230,26,1,20161103,GSW,OKC
8293,3,2,58,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,20161103,GSW,OKC
8294,3,2,27,Jump Shot,Above the Break 3,Center(C),24+ ft.,31,-7,313,0,20161103,GSW,OKC
8295,1,11,11,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,168,0,20161104,LAL,GSW
8296,1,11,4,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-232,114,0,20161104,LAL,GSW
8297,1,9,44,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,20161104,LAL,GSW
8298,1,9,0,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-227,60,0,20161104,LAL,GSW
8299,1,8,4,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-18,1,1,20161104,LAL,GSW
8300,1,5,12,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-202,41,0,20161104,LAL,GSW
8301,1,4,44,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-160,140,1,20161104,LAL,GSW
8302,2,8,42,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,-246,-6,0,20161104,LAL,GSW
8303,2,6,23,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-116,223,0,20161104,LAL,GSW
8304,2,3,9,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-18,1,1,20161104,LAL,GSW
8305,2,2,33,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-170,194,0,20161104,LAL,GSW
8306,3,11,28,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-21,0,0,20161104,LAL,GSW
8307,3,8,49,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,243,0,20161104,LAL,GSW
8308,3,4,30,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-245,94,0,20161104,LAL,GSW
8309,4,7,16,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,37,238,0,20161104,LAL,GSW
8310,4,5,2,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-10,3,1,20161104,LAL,GSW
8311,4,4,38,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-122,223,0,20161104,LAL,GSW
8312,1,10,4,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,20161107,GSW,NOP
8313,1,7,29,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,30,-196,228,1,20161107,GSW,NOP
8314,1,7,5,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,-53,272,0,20161107,GSW,NOP
8315,1,4,32,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-184,203,1,20161107,GSW,NOP
8316,1,3,35,Step Back Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-233,31,1,20161107,GSW,NOP
8317,1,1,54,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,23,-163,164,0,20161107,GSW,NOP
8318,2,5,5,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,165,1,20161107,GSW,NOP
8319,2,4,20,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-207,183,1,20161107,GSW,NOP
8320,2,3,54,Running Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-16,259,1,20161107,GSW,NOP
8321,2,3,14,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,4,75,0,20161107,GSW,NOP
8322,2,2,0,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,20161107,GSW,NOP
8323,2,0,0,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,55,-153,535,0,20161107,GSW,NOP
8324,3,11,13,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,19,262,1,20161107,GSW,NOP
8325,3,9,13,Turnaround Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-142,16,1,20161107,GSW,NOP
8326,3,7,43,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,40,115,0,20161107,GSW,NOP
8327,3,5,59,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,121,0,20161107,GSW,NOP
8328,3,5,41,Step Back Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,144,0,20161107,GSW,NOP
8329,3,3,59,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,228,1,20161107,GSW,NOP
8330,3,1,41,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-91,252,1,20161107,GSW,NOP
8331,3,1,11,Driving Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,57,0,20161107,GSW,NOP
8332,3,0,9,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,154,1,20161107,GSW,NOP
8333,4,6,2,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,224,0,20161107,GSW,NOP
8334,4,3,34,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,159,1,20161107,GSW,NOP
8335,4,2,54,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,237,1,20161107,GSW,NOP
8336,4,2,23,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,71,252,1,20161107,GSW,NOP
8337,4,1,28,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,57,0,20161107,GSW,NOP
8338,1,10,38,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,28,-207,195,0,20161109,GSW,DAL
8339,2,9,39,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-233,2,0,20161109,GSW,DAL
8340,2,8,42,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,20161109,GSW,DAL
8341,2,8,10,Running Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,30,-137,277,1,20161109,GSW,DAL
8342,2,5,23,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,178,1,20161109,GSW,DAL
8343,2,0,6,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,26,-35,264,0,20161109,GSW,DAL
8344,3,10,39,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-237,2,0,20161109,GSW,DAL
8345,3,4,38,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-14,267,1,20161109,GSW,DAL
8346,3,1,23,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,0,28,1,20161109,GSW,DAL
8347,4,11,5,Step Back Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,163,129,1,20161109,GSW,DAL
8348,4,9,34,Floating Jump shot,Mid-Range,Right Side(R),8-16 ft.,13,89,105,1,20161109,GSW,DAL
8349,4,9,12,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,32,127,301,1,20161109,GSW,DAL
8350,1,6,48,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,20161110,DEN,GSW
8351,1,6,32,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,208,1,20161110,DEN,GSW
8352,1,5,21,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-37,267,0,20161110,DEN,GSW
8353,1,2,22,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,205,1,20161110,DEN,GSW
8354,1,0,37,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,198,1,20161110,DEN,GSW
8355,2,4,49,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,208,0,20161110,DEN,GSW
8356,2,3,53,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-17,2,1,20161110,DEN,GSW
8357,2,1,38,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,-243,-11,0,20161110,DEN,GSW
8358,3,10,37,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,207,11,0,20161110,DEN,GSW
8359,3,10,24,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-6,1,20161110,DEN,GSW
8360,3,7,36,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,68,242,1,20161110,DEN,GSW
8361,3,7,2,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-237,-11,0,20161110,DEN,GSW
8362,3,6,32,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,149,1,20161110,DEN,GSW
8363,3,4,12,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,29,-176,232,1,20161110,DEN,GSW
